caldt	vwretd	time
20040301	0.009769023	1044
20040302	-0.005756833	1045
20040303	0.001903381	1046
20040304	0.00314944	1047
20040305	0.00190792	1048
20040308	-0.008266007	1049
20040309	-0.005720621	1050
20040310	-0.0146694	1051
20040311	-0.01492081	1052
20040312	0.01230727	1053
20040315	-0.01421399	1054
20040316	0.005734074	1055
20040317	0.01173772	1056
20040318	-0.001210288	1057
20040319	-0.01120062	1058
20040322	-0.01305351	1059
20040323	-0.001160252	1060
20040324	-0.002444705	1061
20040325	0.0162182	1062
20040326	-0.000805392	1063
20040329	0.01313273	1064
20040330	0.00402163	1065
20040331	-0.000658252	1066
20040401	0.005424041	1067
20040402	0.008599936	1068
20040405	0.007590277	1069
20040406	-0.001854187	1070
20040407	-0.006474017	1071
20040408	-0.001111904	1072
20040412	0.005042134	1073
20040413	-0.01365881	1074
20040414	-0.001263302	1075
20040415	0.00071291	1076
20040416	0.005063168	1077
20040419	0.000975312	1078
20040420	-0.0154887	1079
20040421	0.005404812	1080
20040422	0.01419472	1081
20040423	0.000487064	1082
20040426	-0.00433515	1083
20040427	0.002280727	1084
20040428	-0.01385771	1085
20040429	-0.00724511	1086
20040430	-0.005680009	1087
20040503	0.009081571	1088
20040504	0.001971961	1089
20040505	0.001944116	1090
20040506	-0.006606831	1091
20040507	-0.0138178	1092
20040510	-0.01044228	1093
20040511	0.007736995	1094
20040512	0.002135606	1095
20040513	-0.000709045	1096
20040514	-0.000647216	1097
20040517	-0.01045304	1098
20040518	0.006916765	1099
20040519	-0.002403288	1100
20040520	0.000442016	1101
20040521	0.00406875	1102
20040524	0.001673289	1103
20040525	0.01603092	1104
20040526	0.00185869	1105
